ghi,hour,etr,dhi,dni,pressure,wind_dir,wind_speed,gh_lx,dn_lx,dh_lx,lx_combined
0.0,0.043478260869565216,0.0,0.0,0.0,0.26530612244897966,0.75,0.2893081761006289,0.0,0.0,0.0,0.0
0.0,0.08695652173913043,0.0,0.0,0.0,0.26530612244897966,0.75,0.2893081761006289,0.0,0.0,0.0,0.0
0.0,0.13043478260869565,0.0,0.0,0.0,0.28571428571428825,0.638888888888889,0.1949685534591195,0.0,0.0,0.0,0.0
0.0,0.17391304347826086,0.0,0.0,0.0,0.28571428571428825,0.6944444444444444,0.16352201257861637,0.0,0.0,0.0,0.0
0.0,0.21739130434782608,0.0,0.0,0.0,0.3061224489795933,0.6944444444444444,0.22641509433962265,0.0,0.0,0.0,0.0
0.0,0.2608695652173913,0.0,0.0,0.0,0.3061224489795933,0.6944444444444444,0.16352201257861637,0.0,0.0,0.0,0.0
0.0,0.30434782608695654,0.0,0.0,0.0,0.3265306122448983,0.75,0.1320754716981132,0.0,0.0,0.0,0.0
0.008016032064128256,0.34782608695652173,0.042620363062352014,0.008787346221441124,0.10569948186528497,0.3469387755102069,0.6111111111111112,0.09433962264150944,0.011450381679389313,0.05797101449275363,0.014218009478672985,0.03586399627387052
0.17134268537074146,0.3913043478260869,0.20994475138121546,0.1915641476274165,0.3398963730569948,0.36734693877551194,0.6666666666666667,0.1320754716981132,0.16603053435114504,0.24430641821946172,0.2037914691943128,0.2510479739170936
0.2284569138276553,0.43478260869565216,0.35832675611681136,0.2688927943760984,0.2393782383419689,0.387755102040817,0.75,0.2578616352201258,0.22614503816793893,0.22049689440993792,0.2669826224328594,0.28830926874708895
0.41783567134268534,0.4782608695652174,0.4648776637726914,0.24253075571177504,0.689119170984456,0.387755102040817,0.75,0.2578616352201258,0.40362595419847325,0.6459627329192547,0.2559241706161137,0.5631113181183046
0.46793587174348694,0.5217391304347826,0.5209155485398579,0.17398945518453426,0.8124352331606217,0.387755102040817,0.7777777777777778,0.2578616352201258,0.46946564885496184,0.7960662525879918,0.20695102685624012,0.648346530041919
0.4759519038076152,0.5652173913043478,0.5240726124704025,0.3040421792618629,0.6632124352331605,0.387755102040817,0.75,0.2578616352201258,0.47328244274809156,0.6563146997929608,0.31121642969984203,0.6180717279925477
0.22344689378757512,0.6086956521739131,0.47198105761641673,0.3339191564147627,0.07979274611398963,0.387755102040817,0.8055555555555556,0.1949685534591195,0.23282442748091603,0.07763975155279504,0.334913112164297,0.2473218444340941
0.3076152304609218,0.6521739130434783,0.3701657458563536,0.24604569420035147,0.5191709844559586,0.36734693877551194,0.8055555555555556,0.16352201257861637,0.29866412213740456,0.4710144927536232,0.2559241706161137,0.4331625523986959
0.09418837675350701,0.6956521739130435,0.22415153906866614,0.13532513181019332,0.08601036269430051,0.3469387755102069,0.1388888888888889,0.031446540880503145,0.09732824427480916,0.06728778467908904,0.1406003159557662,0.1192361434559851
0.0060120240480961915,0.7391304347826086,0.05445935280189424,0.01054481546572935,0.0,0.36734693877551194,0.25,0.031446540880503145,0.006679389312977099,0.0,0.011058451816745656,0.006520726595249185
0.0,0.7826086956521738,0.0,0.0,0.0,0.36734693877551194,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8260869565217391,0.0,0.0,0.0,0.36734693877551194,0.22222222222222224,0.031446540880503145,0.0,0.0,0.0,0.0
0.0,0.8695652173913043,0.0,0.0,0.0,0.387755102040817,0.05555555555555556,0.031446540880503145,0.0,0.0,0.0,0.0
0.0,0.9130434782608695,0.0,0.0,0.0,0.36734693877551194,0.02777777777777778,0.031446540880503145,0.0,0.0,0.0,0.0
0.0,0.9565217391304348,0.0,0.0,0.0,0.36734693877551194,0.02777777777777778,0.09433962264150944,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.36734693877551194,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.36734693877551194,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.043478260869565216,0.0,0.0,0.0,0.36734693877551194,0.5277777777777778,0.22641509433962265,0.0,0.0,0.0,0.0
0.0,0.08695652173913043,0.0,0.0,0.0,0.36734693877551194,0.5277777777777778,0.22641509433962265,0.0,0.0,0.0,0.0
0.0,0.13043478260869565,0.0,0.0,0.0,0.36734693877551194,0.4444444444444445,0.22641509433962265,0.0,0.0,0.0,0.0
0.0,0.17391304347826086,0.0,0.0,0.0,0.36734693877551194,0.47222222222222227,0.1949685534591195,0.0,0.0,0.0,0.0
0.0,0.21739130434782608,0.0,0.0,0.0,0.3469387755102069,0.4166666666666667,0.1949685534591195,0.0,0.0,0.0,0.0
0.0,0.2608695652173913,0.0,0.0,0.0,0.3265306122448983,0.4166666666666667,0.2893081761006289,0.0,0.0,0.0,0.0
0.0,0.30434782608695654,0.0,0.0,0.0,0.3265306122448983,0.4166666666666667,0.389937106918239,0.0,0.0,0.0,0.0
0.002004008016032064,0.34782608695652173,0.042620363062352014,0.0035149384885764497,0.0,0.3061224489795933,0.4166666666666667,0.32075471698113206,0.0028625954198473282,0.0,0.004739336492890996,0.0027945971122496508
0.03406813627254509,0.3913043478260869,0.20994475138121546,0.05975395430579965,0.0,0.3061224489795933,0.4166666666666667,0.3584905660377359,0.03816793893129771,0.0,0.0631911532385466,0.037261294829995344
0.055110220440881756,0.43478260869565216,0.35832675611681136,0.09666080843585237,0.0,0.3061224489795933,0.4166666666666667,0.389937106918239,0.06297709923664122,0.0,0.10426540284360189,0.06148113646949232
